name,state,country,latitude,longitude
Boyampālaiyam,,India,11.14875,77.35368
Kallakkurichchi,,India,11.7404,78.959
Kulathummal,,India,8.5073,77.08145
Ettumānūr,,India,9.66898,76.55924
Ghātampur,,India,26.15272,80.16803
Channarāyapatna,,India,12.90642,76.38775
Akivīdu,,India,16.58225,81.38112
Kovvūr,,India,17.0162,81.72934
Vellakkovil,,India,10.94627,77.71242
Bhālki,,India,18.04348,77.206
Sabalgarh,,India,26.24918,77.40786
Kāttipparutti,,India,10.87385,76.05348
Murtajāpur,,India,20.73299,77.36694
Peringathur,,India,11.7137,75.58599
Solan,,India,30.90908,77.10869
Nādāpuram,,India,11.68465,75.65493
Gursahāiganj,,India,27.11518,79.73174
Maihar,,India,24.26594,80.76063
Bantvāl,,India,12.8905,75.03489
Pallipalayam,,India,11.36523,77.76235
Mapusa,,India,15.59154,73.80898
Tāki,,India,22.58867,88.93253
Akalkot,,India,17.52532,76.20611
Maner,,India,25.64602,84.87291
Mālūr,,India,13.00322,77.93798
Bakhri,,India,25.59889,86.26074
Mayyanād,,India,8.83726,76.64505
Mappilaiurani,,India,8.8359,78.13518
Melur,,India,10.03241,78.3393
Hāsimāra,,India,26.7469,89.35385
Sathupalli,,India,17.24968,80.86899
Pūranpur,,India,28.51283,80.14829
Aklūj,,India,17.89241,75.02138
Bānsi,,India,27.17749,82.93442
Bīlāspur,,India,28.88655,79.2703
Vadavalli,,India,11.02472,76.8973
Thakurdwara,,India,29.19203,78.86145
Amudālavalasa,,India,18.41025,83.90295
Vyāra,,India,21.11079,73.39365
Bhavāni,,India,11.44553,77.68215
Samālkha,,India,29.23552,77.01273
Lakkanahalli,,India,12.11202,78.15384
Porsa,,India,26.67444,78.37081
Kadungalūr,,India,10.0948,76.32106
Kālappatti,,India,11.07937,77.03709
Anandpur,,India,21.21411,86.12492
Chaklāsi,,India,22.6532,72.94497
Rādhanpur,,India,23.83238,71.6047
Murshidābād,,India,24.1839,88.27171
Manakunnam,,India,9.8857,76.37328
Bhachāu,,India,23.29858,70.34279
Jalālābād,,India,30.60622,74.25727
Kurinjippādi,,India,11.55028,79.59066
Sedam,,India,17.17859,77.28998
Vādāsinor,,India,22.95677,73.33505
Kampli,,India,15.40626,76.60013
Kāro,,India,23.78516,85.9783
Tirkadavūr,,India,8.92398,76.59101
Jogbani,,India,26.39905,87.26525
Mūkondapalli,,India,12.75142,77.80169
Sirohi,,India,24.88838,72.84794
Aroor,,India,9.8694,76.30498
Othukkungal,,India,11.0283,76.02903
Ghosī,,India,26.10587,83.5393
Sumerpur,,India,25.1543,73.08157
Pehowa,,India,29.97897,76.58249
Kārakkād,,India,10.58804,76.03884
Nūrpur,,India,29.14956,78.4084
Revelganj,,India,25.78976,84.63596
Betamcherla,,India,15.45144,78.14797
Belpahar,,India,21.8218,83.8458
Chīka,,India,30.04891,76.343
Paravūr Tekkumbhāgam,,India,8.7947,76.66798
Tuvāgudi,,India,10.74725,78.82133
Dwārka,,India,22.23944,68.96778
Kotamangalam,,India,10.06435,76.62843
Kātpādi,,India,12.96951,79.14552
Rangat,,India,12.50595,92.9155
Sagauli,,India,26.7639,84.74341
Rāhuri,,India,19.39069,74.64979
Sanāwad,,India,22.17391,76.06993
Kondapalle,,India,16.61989,80.54244
Vetapālem,,India,15.78502,80.30663
Sangariā,,India,29.79886,74.46683
Jalesar,,India,27.47315,78.3031
Nattakam,,India,9.54533,76.51414
Paliā Kalān,,India,28.43205,80.58137
Bayāna,,India,26.90791,77.28985
Rājula,,India,21.03854,71.44345
Bodh Gaya,,India,24.69808,84.9869
Keru,,India,26.19247,73.0443
Kollancode,,India,8.28903,77.10799
Kilakarai,,India,9.23183,78.78545
Kumhāri,,India,21.26667,81.51667
Chikodi,,India,16.42898,74.58591
Khairtal,,India,27.80426,76.63861
Pathanāmthitta,,India,9.26667,76.78333
Chōrōd,,India,11.62773,75.59147
Nandigāma,,India,16.7717,80.28596
Indi,,India,17.17735,75.9526
Kondli,,India,28.61167,77.32667
Nildoh,,India,21.11075,78.98915
Kabnur,,India,16.70166,74.43952
Malavalli,,India,12.38556,77.06045
Sūlūru,,India,13.7,80.01667
Kāman,,India,27.65791,77.26908
Chetwayi,,India,10.52885,76.04793
Nongthymmai,,India,25.5637,91.9064
Shahbazpur,,India,26.30511,87.28865
Wādi,,India,17.05183,76.99048
Tirupati NMA,,India,13.63229,79.48568
Gauribidanur,,India,13.61072,77.51738
Tāsgaon,,India,17.037,74.60171
Agar,,India,23.71177,76.01571
Rajakilpakkam,,India,12.91944,80.16972
Gharonda Neemka Bangar,,India,28.61644,77.288
Dibai,,India,28.20849,78.26173
Robertsganj,,India,24.6886,83.06784
Pen,,India,18.73734,73.09603
Tarikere,,India,13.70954,75.81382
Maudaha,,India,25.68312,80.11419
Gharaunda,,India,29.53692,76.97142
Sathyamangalam,,India,11.50526,77.23826
Cheyyar,,India,12.66052,79.54308
Sonepur,,India,25.69608,85.16669
Niwai,,India,26.36073,75.91836
Gogri Jamālpur,,India,25.41117,86.65925
Bilāsipāra,,India,26.23285,90.2341
Nangli Sakrawat,,India,28.62169,76.9923
Satānā,,India,20.59483,74.20301
Rāwatbhāta,,India,24.92981,75.59209
Ellenabad,,India,29.45282,74.66122
Wānādongri,,India,21.0938,78.97273
Parola,,India,20.88098,75.11937
Pāthri,,India,19.2588,76.43412
Bopal,,India,23.03341,72.46723
Chettipālaiyam,,India,11.16669,77.33502
Talattala,,India,8.87382,76.67158
Jhālrapātan,,India,24.54205,76.17242
Zira,,India,30.96853,74.99106
Leh,,India,34.16504,77.58402
Kānker,,India,20.27193,81.49177
Sārangpur,,India,23.56651,76.47306
Sandūr,,India,15.08613,76.54692
Bāngarmau,,India,26.8912,80.21149
Kanigiri U,,India,15.40637,79.50702
Jaito,,India,30.45126,74.89189
Dongargarh,,India,21.18893,80.75459
Phulbāni,,India,20.48101,84.23063
Malayinkeezhu,,India,8.4902,77.0374
Attingal,,India,8.69609,76.81507
Perunkalattu,,India,12.91823,80.08245
Morsi,,India,21.3403,78.01258
Pilibangan,,India,29.44964,74.10093
Nelamangala,,India,13.09978,77.39364
Sindgi,,India,16.91883,76.23368
Vettūr,,India,8.71742,76.72582
Bhadgaon,,India,20.66905,75.22937
Ratia,,India,29.69029,75.57688
Sirūr,,India,18.8276,74.37475
Ashta,,India,16.94943,74.40936
Lālganj,,India,25.86894,85.17394
Tinnanūr,,India,13.11448,80.02713
Bandipura,,India,34.41728,74.64308
Bābarpur,,India,28.68747,77.28558
Pujali,,India,22.46787,88.14524
Garhmuktesar,,India,28.78732,78.10214
Bahādurganj,,India,26.26172,87.82443
Nakodar,,India,31.12586,75.47508
Lūnāvāda,,India,23.12841,73.61043
Vazhayur,,India,11.21729,75.89987
Hojāi,,India,26.00281,92.85605
Akbarpur,,India,26.42953,82.53431
Pīpār,,India,26.38441,73.54394
Lanka,,India,25.92907,92.94856
Tuensang,,India,26.26704,94.82415
Vuyyūru,,India,16.36307,80.84406
Lakshmeshwar,,India,15.12689,75.46935
Kumta,,India,14.42853,74.4189
Yāval,,India,21.16772,75.69762
Tilda Newra,,India,21.55324,81.80187
Kattivākkam,,India,13.21667,80.31667
Peringottupulam,,India,11.02682,76.0987
Sohna,,India,28.24737,77.06544
Patāmundai,,India,20.57806,86.56063
Kodaikānāl,,India,10.23925,77.48932
Ichchāpuram,,India,19.11393,84.68721
Daryāpur,,India,20.92489,77.32644
Chunār,,India,25.12776,82.8821
Amīnpur,,India,17.5242,78.32273
Mungeli,,India,22.06566,81.68543
Barnagar,,India,23.0489,75.37804
Pūrna,,India,19.1817,77.02566
Khunti,,India,23.07602,85.27818
Nargund,,India,15.72299,75.38666
Parappur,,India,11.01213,75.99471
Neem ka Thana,,India,27.73976,75.78652
Vilappil,,India,8.52218,77.04001
Nilanga,,India,18.11675,76.75279
Naharlagun,,India,27.10467,93.69518
Boisar,,India,19.80362,72.75598
Ausa,,India,18.24728,76.4993
Sadābād,,India,27.43818,78.03758
Bindki,,India,26.03613,80.57617
Mahālingpur,,India,16.3888,75.10873
Rāvu,,India,22.63727,75.81474
Mālpura,,India,26.2838,75.36458
Bramhapuri,,India,20.61107,79.86103
Wai,,India,17.95276,73.89058
Shikaripura,,India,14.2698,75.35643
Shirdi,,India,19.76616,74.47738
Neduva,,India,11.05669,75.86685
Venganoor,,India,8.39638,77.00331
Ramanattukara,,India,11.17802,75.86892
Mokokchūng,,India,26.3248,94.51834
Pinjaur,,India,30.79873,76.91822
Mādāyi,,India,12.03427,75.23779
Partūr,,India,19.59925,76.21541
Dīndārpur,,India,28.59813,76.99161
Talakkād,,India,10.88459,75.93091
Krishnarājāsāgara,,India,12.43976,76.38276
Jhābua,,India,22.76772,74.59087
Madipakkam,,India,12.96226,80.19864
Karāla,,India,28.73548,77.03522
Gariadhar,,India,21.53889,71.57737
Kakrāla,,India,27.89269,79.1945
Bīdāsar,,India,27.83598,74.31776
Lahār,,India,26.19401,78.94137
Ambasamudram,,India,8.71068,77.4519
Islāmpur,,India,25.14075,85.20587
Kaipamangalam,,India,10.33496,76.13924
Medchal,,India,17.62972,78.48139
Ganaur,,India,29.1302,77.01832
Sholinganallur,,India,12.88996,80.23127
Kovūr,,India,14.5005,79.98518
Tuljāpur,,India,18.00804,76.07011
Barpeta Road,,India,26.50284,90.96937
Uravakonda,,India,14.94348,77.25494
Babīna,,India,25.23947,78.47028
Rafiganj,,India,24.81757,84.63445
Umarga,,India,17.83841,76.62331
Igatpuri,,India,19.69522,73.5626
Perumanna,,India,11.2529,75.89059
Budhāna,,India,29.28805,77.47534
Lingsugūr,,India,16.15876,76.52174
Rājpīpla,,India,21.86667,73.5
Dharangaon,,India,21.01187,75.27407
Mahemdāvād,,India,22.82359,72.75551
Karamsad,,India,22.54243,72.90392
Sūrandai,,India,8.97574,77.41923
Manali,,India,13.16667,80.26667
Wāris Alīganj,,India,25.0172,85.64047
Pulgaon,,India,20.72204,78.32056
Usilampatti,,India,9.96936,77.78621
Puzhathi,,India,11.90112,75.38924
Perunād,,India,8.94899,76.64274
Kāramadai,,India,11.24058,76.96009
Giddalūr,,India,15.37439,78.92609
Atmakūr,,India,15.88109,78.58704
Pāppinisshēri,,India,11.95655,75.34034
Vijāpur,,India,23.5623,72.74848
Rāwatsār,,India,29.26724,74.40288
Dubrājpur,,India,23.7902,87.37648
Karumattampatti,,India,11.10933,77.182
Jalālābād,,India,27.72625,79.65523
Māranchēri,,India,10.74051,75.97096
Podaturpet,,India,13.28169,79.48538
Shāhābād,,India,28.56681,79.00956
Peruvallur,,India,11.10483,75.93269
Rairangpur,,India,22.26675,86.17385
Sīrkāzhi,,India,11.23725,79.73585
Kichha,,India,28.91154,79.52009
Vijayapura,,India,13.29724,77.80184
Hebbagodi,,India,12.82632,77.68085
Chēmanchēri,,India,11.40482,75.72363
Erāttupetta,,India,9.68747,76.77891
Rāmdurg,,India,15.94579,75.29785
Jāmadoba,,India,23.71667,86.4
Safidon,,India,29.40596,76.67042
Bolārum,,India,17.55606,78.34824
Bareli,,India,23.00445,78.2301
Erāmala,,India,11.68591,75.59104
Shikārpūr,,India,28.28072,78.01411
Sankeshwar,,India,16.25649,74.48195
Karjat,,India,18.9107,73.32354
Bakhtiyārpur,,India,25.46179,85.53179
Bagasra,,India,21.48719,70.95516
Villiappally,,India,11.62495,75.62875
Aymanam,,India,9.60684,76.50055
Angamāli,,India,10.19055,76.38789
Villianur,,India,11.91393,79.75568
Manipal,,India,13.35,74.78333
Lālsot,,India,26.55951,76.32915
Mehidpur,,India,23.48879,75.658
Soyāgaon,,India,20.5525,74.50687
Sāngola,,India,17.43948,75.19379
Vedaraniyam,,India,10.37208,79.85095
Kuruvattūr,,India,11.33609,75.83511
Muddebihāl,,India,16.33782,76.13173
Navāpur,,India,21.16157,73.79399
Khāchrod,,India,23.42322,75.28185
Yanamalakuduru,,India,16.48531,80.66746
Malajkhand,,India,22.05158,80.71566
Vapi INA,,India,20.36006,72.93106
Kunigal,,India,13.02319,77.02518
Kadūr,,India,13.55285,76.01164
Chelambra,,India,11.15086,75.87192
Hamīrpur,,India,25.9553,80.14842
Kokrajhar,,India,26.40107,90.27286
Risod,,India,19.97671,76.78799
Kālka,,India,30.83982,76.94065
Nawābganj,,India,28.54103,79.63462
Kāgal,,India,16.57702,74.31544
Pārassāla,,India,8.33869,77.15422
Titlāgarh,,India,20.28961,83.15233
Begamganj,,India,23.59917,78.34064
Nagalapuram,,India,13.38836,79.79623
Jāmkhed,,India,18.73519,75.31343
Fatehpur,,India,27.17281,81.21061
Elampalloor,,India,8.95583,76.67388
Jayamkondacholapuram,,India,11.21266,79.36369
Tudiyalūr,,India,11.08159,76.94464
Ālankōd,,India,10.74603,76.03481
Shāhpura,,India,27.3912,75.95956
Elayavur,,India,11.88918,75.4124
Guledagudda,,India,16.05025,75.78997
Iramallūr,,India,10.0619,76.57168
Piro,,India,25.33218,84.40454
Guskhara,,India,23.49276,87.73484
Umreth,,India,22.69881,73.11561
Narsīpatnam,,India,17.66709,82.61245
Bahjoi,,India,28.39502,78.62659
Dharmābād,,India,18.89116,77.8494
Chockli,,India,11.72745,75.55509
Vemalwāda,,India,18.46523,78.86894
Colgong,,India,25.26328,87.23264
Bāsudebpur,,India,21.11974,86.72896
Rājākhera,,India,26.89802,78.171
Hailākāndi,,India,24.68394,92.56097
Jagatsinghapur,,India,20.2557,86.17112
Gevrai,,India,19.26372,75.75007
Madikeri,,India,12.42602,75.7382
Kopāganj,,India,26.01923,83.5663
Thāna Bhawan,,India,29.58605,77.41811
Pūndri,,India,29.76096,76.56034
Vagholi,,India,18.5823,73.98301
Birmitrapur,,India,22.4,84.76667
Chaksu,,India,26.6051,75.94814
Darsi,,India,15.76978,79.67939
Zaidpur,,India,26.83093,81.32929
Remuna,,India,21.52798,86.87156
Puthenvelikara,,India,10.18511,76.24537
Āmli,,India,20.28333,73.01667
Anūpgarh,,India,29.19111,73.20861
Salāya,,India,22.31038,69.60376
Idangansālai,,India,11.62721,77.98898
Kosamba,,India,21.46202,72.95842
Basavana Bāgevādi,,India,16.57278,75.97252
Muhammadābād,,India,25.61907,83.75576
Lakhyabad,,India,23.66667,86.66667
Aya Nagar,,India,28.47202,77.1327
Umaria,,India,23.52473,80.83716
Chanderi,,India,24.71312,78.13809
Ajānūr,,India,12.33614,75.09297
Manendragarh,,India,23.21337,82.20232
Rāmgarh,,India,28.17096,74.97973
Bhādāsar,,India,28.31457,74.28952
Srvanampatti,,India,11.07643,77.00449
Bhokar,,India,19.21933,77.66962
Patrātu,,India,23.66505,85.30353
Sānchor,,India,24.75361,71.7728
Kurumbapet,,India,11.93983,79.77127
Kaimganj,,India,27.55441,79.33525
Bāmaur,,India,26.33895,78.10104
Jānjgīr,,India,22.00922,82.5778
Egra,,India,21.89947,87.53794
Bihārīganj,,India,25.73415,86.98837
Mushābani,,India,22.51135,86.45713
Udaipur,,India,23.53333,91.48333
Dighwāra,,India,25.74434,85.01003
Ngūr,,India,23.53798,93.3732
Garhākota,,India,23.7791,79.14321
Vengola Kizhakkumbāgam,,India,10.06374,76.47606
Mamun,,India,32.28241,75.69831
Nānjikkottai,,India,10.72925,79.14245
Bijuri,,India,23.25236,82.11673
Ghugus,,India,19.9381,79.11192
Tārānagar,,India,28.6686,75.03207
Nepānagar,,India,21.4538,76.39335
Bādepalli,,India,16.7549,78.14427
Nautanwa,,India,27.42752,83.41789
Pīrzādagūda,,India,17.39455,78.59047
Hisua,,India,24.8336,85.41729
Shamshabad,,India,17.25186,78.41835
Vallabh Vidyanagar,,India,22.53333,72.9
Erraguntla,,India,14.63853,78.53974
Edappāl,,India,10.78339,76.00789
Manuguru,,India,17.93023,80.82671
Soro,,India,21.27851,86.68833
Ulliyeri,,India,11.45247,75.76662
Saoner,,India,21.3851,78.92155
Muttayyāpuram,,India,8.7498,78.13112
Manwath,,India,19.30133,76.49735
Dhandhuka,,India,22.38185,71.98664
Jūjūvādi,,India,12.76794,77.79184
Hatta,,India,24.13406,79.60119
Jagdīspur,,India,25.46811,84.41939
Almora,,India,29.59713,79.65911
Thuraiyur,,India,11.14805,78.59911
Saknepalli,,India,18.92862,79.45712
Anta,,India,25.15,76.3
Gajendragarh,,India,15.73628,75.96976
Narsinghgarh,,India,23.70758,77.09319
Kalyandurg,,India,14.54519,77.10552
Chittūr,,India,10.69967,76.7471
Madhapar,,India,23.23756,69.69946
Chhabra,,India,24.66472,76.84379
Manamadurai,,India,9.67318,78.47096
Tiruchchendur,,India,8.49725,78.11906
Bisauli,,India,28.30772,78.93678
Kangayam,,India,11.00599,77.5609
Mannanchōri,,India,9.5722,76.35245
Kakching,,India,24.4982,93.98126
Turaiyūr,,India,11.14968,78.5987
Bijaynagar,,India,25.92976,74.64916
Ferokh,,India,11.17989,75.84141
Dhāmnod,,India,22.20928,75.47057
Jora Khurd,,India,26.48927,77.97578
Pāvugada,,India,14.09953,77.28018
Thenhippalam,,India,11.13232,75.88224
Halvad,,India,23.01516,71.18029
Meerpet,,India,17.32098,78.53046
Zamānia,,India,25.41961,83.55786
Bhatkal,,India,13.98534,74.55531
Malkapur,,India,17.26214,74.17574
Makhdumpur,,India,25.06567,84.97247
Shafi Pur Ranhola,,India,28.65729,77.04001
Jāridih,,India,23.76571,85.93864
Rasrā,,India,25.8576,83.85487
Sādpalli,,India,17.20995,80.83642
Sattur,,India,9.35592,77.92457
Maur,,India,30.08333,75.25
Chhota Gobindpur,,India,22.74588,86.25886
Sāsvad,,India,18.34351,74.03102
Vilavoorkkal,,India,8.48093,77.02204
Kotma,,India,23.20383,81.97904
Kottaikuppam,,India,11.96126,79.83923
Khaira,,India,19.78673,72.76161
Tālīkota,,India,16.47311,76.31085
Puzhal,,India,13.16475,80.20385
Kalpatta,,India,11.60871,76.08343
Ambad,,India,19.61301,75.78906
Rāhatgarh,,India,23.78968,78.39473
Sijua,,India,23.77617,86.33028
Vandavāsi,,India,12.50429,79.60556
Tirumuruganpūndi,,India,11.16493,77.30838
Thanneermukkom,,India,9.66337,76.38073
Parūr,,India,10.1477,76.23
Gomoh,,India,23.87355,86.1516
Elūr,,India,10.06667,76.28333
Chemmumiahpet,,India,14.46289,78.81191
Jalālpur,,India,26.31162,82.73859
Kharagpur,,India,25.12446,86.55578
Sri Mādhopur,,India,27.46599,75.59736
Lumding Railway Colony,,India,25.74903,93.16998
Ahmedgarh,,India,30.67731,75.82633
Chītāpur,,India,17.12357,77.0824
Jhanjhārpur,,India,26.26467,86.27993
Nāspur,,India,18.84577,79.46165
Singānallūr,,India,10.99898,77.03238
Unchagao,,India,16.69746,74.27325
Bagru,,India,26.81067,75.54702
Cheriyamundam,,India,10.94764,75.95643
Allapuram,,India,12.89509,79.12786
Rāmāpuram,,India,13.10091,79.1841
Rosera,,India,25.75494,86.03155
Podili,,India,15.60639,79.61489
Shrīgonda,,India,18.61527,74.69895
Kalliyasshēri,,India,11.97549,75.36453
Kannānendal,,India,9.96487,78.14159
Pāndharkawada,,India,20.02108,78.54628
Mankāchar,,India,25.53347,89.86373
Katirur,,India,11.78491,75.53015
Erandol,,India,20.92206,75.32641
Adirampattinam,,India,10.34059,79.37905
Kūrāli,,India,30.83424,76.57677
Jagdīshpur,,India,26.74967,80.5451
Ponneri,,India,13.33868,80.19487
Shamsābād,,India,27.01718,78.12358
Malakanagiri,,India,18.36428,81.888
Deolali,,India,19.47393,74.62063
Mangrūl Pīr,,India,20.31379,77.34178
Narsampet,,India,17.92786,79.89227
Berasia,,India,23.63134,77.43351
Bādāmi,,India,15.91495,75.67683
Pasān,,India,22.84412,82.19823
Pāmban,,India,9.27904,79.21086
Banda,,India,24.04488,78.96094
Kalakkādu,,India,8.5138,77.54944
Kondagaon,,India,19.59083,81.664
Puthuppariyāram,,India,10.81314,76.62869
Vilāngudi,,India,9.94578,78.09352
Rūdarpur,,India,26.44467,83.61302
Sholinghur,,India,13.1181,79.42025
Mānāvadar,,India,21.49813,70.13775
Purāini,,India,25.14257,86.97967
Deūlgaon Rāja,,India,20.01757,76.03755
Dharmadam,,India,11.77538,75.46459
Madurāntakam,,India,12.51167,79.88485
Kizhuvalam-Koonthalloor,,India,8.66251,76.80966
Dharamsala,,India,32.22006,76.32013
Pedana,,India,16.25582,81.14378
Kaij,,India,18.71364,76.06718
Kallamchavadi,,India,12.95306,80.13083
Un,,India,23.88745,71.76975
Vadanappally,,India,10.46905,76.08129
Irimbiliyam,,India,10.86242,76.09218
Mūdbidri,,India,13.06653,74.99525
Pallappatti,,India,10.72057,77.87951
Cheranellūr,,India,10.05428,76.2896
Mahārāganj,,India,27.14456,83.56214
Nāgāvaram,,India,17.48862,78.60208
Tarakeswar,,India,22.88605,88.01363
Tifrā,,India,22.06312,82.13129
Siraspur,,India,28.75815,77.13087
Kundapura,,India,13.63126,74.6902
Uran,,India,18.87813,72.93924
Kasba,,India,25.85643,87.53836
Karjan,,India,22.04671,73.11814
Muvattupuzha,,India,9.97985,76.57381
Manāwar,,India,22.23566,75.08917
Pihānī,,India,27.61987,80.20343
Madukkarai,,India,10.90568,76.96344
Amlai,,India,23.19838,81.58064
Mānsa,,India,23.42564,72.65739
Dhāruhera,,India,28.20553,76.79691
Sarkhej,,India,22.98297,72.50196
Banmankhi Bazar,,India,25.88761,87.19356
Rehli,,India,23.63722,79.06275
Udaipur,,India,27.72297,75.47178
Tāramangalam,,India,11.69403,77.97035
Amla,,India,21.92485,78.12786
Tirukkoyilur,,India,11.9662,79.20259
Musiri,,India,10.95299,78.44427
Hīrākud,,India,21.52502,83.87275
Khair,,India,27.94195,77.84243
Rajauli,,India,24.64486,85.50028
Kakkalapalle,,India,14.64152,77.56684
Cherukavu,,India,11.17307,75.90858
Seoni Mālwa,,India,22.45046,77.4665
Oddanchathiram,,India,10.48013,77.74977
Fatehpur Sīkri,,India,27.0937,77.66003
Azhiyūr,,India,11.69348,75.56013
Byādgi,,India,14.67325,75.4868
Birpara,,India,26.70421,89.14547
Cherpulassery,,India,10.87655,76.30932
Multai,,India,21.77463,78.25756
Holenarasipura,,India,12.78635,76.24331
Talāja,,India,21.3527,72.03524
Marhaura,,India,25.97349,84.86796
Kareli,,India,22.91533,79.06378
Baddi,,India,30.95783,76.79136
Bhongaon,,India,27.25515,79.18118
Pānakkudi,,India,8.322,77.57711
Gadhada,,India,21.96957,71.57828
Pūlakkōd,,India,11.30975,75.94995
Mukeriān,,India,31.95394,75.61716
Rāmgarh,,India,27.25097,75.17893
Ariyānkuppam,,India,11.89532,79.80709
Karumālūr,,India,10.1329,76.27992
Kottārakara,,India,9.00359,76.77383
Mavoor,,India,11.26667,75.91667
Pilāni,,India,28.36725,75.60352
Devarkonda,,India,16.69186,78.92073
Rājgarh,,India,24.00826,76.7325
Mīnād,,India,8.85031,76.69516
Nedumbassery,,India,10.15646,76.40167
Rājūra,,India,19.77947,79.36459
Bilāri,,India,28.62146,78.80361
Mūvattupula,,India,9.98493,76.57728
Adūr,,India,9.15595,76.73192
Walwadi,,India,20.92085,74.76111
Puthuppally,,India,9.55752,76.57483
Mīrānpur Katra,,India,28.02963,79.66778
Rāisinghnagar,,India,29.53583,73.44917
Kidarakulam,,India,8.56688,76.99129
Kuttuparamba,,India,11.82775,75.5659
Ārangaon,,India,19.02681,74.71487
Pakridayal,,India,26.56271,85.0452
Dhanera,,India,24.50967,72.02343
Chengamanād,,India,10.15409,76.34159
Lākheri,,India,25.67237,76.17692
Kalavoor,,India,9.57046,76.32756
Behror,,India,27.88832,76.28108
Reddipālaiyam,,India,13.10778,80.12056
Zunheboto,,India,25.96667,94.51667
Rajaori,,India,33.37526,74.3092
Sankagiri,,India,11.47599,77.86637
Mharal Bk,,India,19.24588,73.1771
Maināguri,,India,26.56263,88.8204
Nedumpana,,India,8.90796,76.69298
Puttankulam,,India,8.8138,76.71791
Nāgar Karnūl,,India,16.4821,78.32471
Sāgwāra,,India,23.67951,74.02013
Ibrāhīmpatnam,,India,16.58303,80.51432
Vadakku Valliyūr,,India,8.38286,77.61221
Jāmtāra,,India,23.963,86.80285
Khedbrahma,,India,24.0299,73.04632
Tirukkalikkunram,,India,12.60799,80.0555
Talakkolattur,,India,11.35366,75.75798
Pālkonda,,India,18.60374,83.75568
Cheruthazham,,India,12.08097,75.26272
Dhāri,,India,21.32855,71.02645
Amballūr,,India,10.43431,76.26341
Koovappady,,India,10.15525,76.48544
Chendamangalam,,India,10.16322,76.23456
Jewar,,India,28.122,77.55734
Nawāpāra,,India,20.97173,81.85884
Tarsadi,,India,21.46996,72.9521
Ner,,India,20.48971,77.86632
Shāhpura,,India,25.62094,74.92487
Vijayapuram,,India,9.59123,76.56124
Husainābād,,India,24.52849,84.0
Udaipurwati,,India,27.73011,75.47161
Bachhraon,,India,28.92694,78.23456
Jandiāla Gurū,,India,31.56198,75.0277
Irinjālakuda,,India,10.34238,76.21124
Renwāl,,India,27.15767,75.35808
Kumbalam,,India,9.9063,76.31127
Basni,,India,27.17232,73.64519
Morigaon,,India,26.24908,92.34764
Madhugiri,,India,13.66035,77.21239
Urakam,,India,11.05124,75.98833
Ariyalūr,,India,11.13849,79.07556
Islāmnagar,,India,28.32896,78.72524
Ponmana,,India,9.00798,76.52023
Mahendragarh,,India,28.26935,76.15253
Mudalgi,,India,16.33685,74.96768
Nakrekal,,India,17.16259,79.42754
Unamaucheri,,India,12.8608,80.10659
Gorai,,India,19.25,72.78333
Uttamapālaiyam,,India,9.80701,77.32718
Khandela,,India,27.60499,75.502
Sirsāganj,,India,27.05715,78.68661
Chodavaram,,India,17.82884,82.93526
Umarkot,,India,19.66529,82.20629
Hupari,,India,16.61667,74.40442
Suār,,India,29.02841,79.05654
Devadurga,,India,16.42314,76.93577
Manoharpur,,India,27.29769,75.9495
Nāhan,,India,30.56029,77.29426
Lādwa,,India,29.9935,77.04563
Gil,,India,30.84692,75.86362
Gunupur,,India,19.0804,83.80879
Avinashi,,India,11.19297,77.26865
Kotagiri,,India,11.42072,76.86035
Sikka,,India,22.43218,69.84158
Panipat Taraf Rajputan,,India,29.36089,76.94258
Kondotty,,India,11.1423,75.9657
Desāīganj,,India,20.62354,79.96454
Rusera,,India,25.75355,86.02597
Maddūr,,India,12.58283,77.04294
Nongstoin,,India,25.51704,91.26484
Rāikot,,India,30.65,75.6
Dinapur Cantonment,,India,25.63616,85.02026
Jhālod,,India,23.10097,74.15536
Karera,,India,25.45815,78.13583
Murlīganj,,India,25.8969,86.99577
Soron,,India,27.89055,78.74621
Mukher,,India,18.70636,77.36795
Vandiyūr,,India,9.90917,78.16088
Alandi,,India,18.67756,73.89868
Pattāmbi,,India,10.80005,76.18408
Tekkali,,India,18.6057,84.23546
Duliajan,,India,27.36035,95.31806
Duliajan Oil Town,,India,27.3578,95.31407
Kāraippudūr,,India,11.05674,77.30613
Ambikāpuram,,India,10.79385,76.65303
Sūryampālaiyam,,India,11.40445,77.71227
Motipur,,India,26.25267,85.16076
Ālangulam,,India,8.86404,77.49937
Addanki,,India,15.81061,79.97338
Bemetāra,,India,21.71556,81.53423
Milak,,India,28.61031,79.16997
Losal,,India,27.4,74.91667
Alirajpur,,India,22.30393,74.35568
Pārdi,,India,20.5087,72.94569
Kinwat,,India,19.62557,78.1987
Pasan,,India,23.16485,81.92859
Lālgola,,India,24.42244,88.25238
Utraula,,India,27.31933,82.41872
Baikunthpur,,India,23.26206,82.56051
Jowai,,India,25.43596,92.19132
Ochira,,India,9.13478,76.51169
Rāpar,,India,23.57267,70.64718
Jammu Cantonment,,India,32.70438,74.86114
Bānswāda,,India,18.37725,77.88007
Hosadurga,,India,13.79631,76.28408
Ramanayyapeta,,India,16.94516,82.2385
Mīnjūr,,India,13.27951,80.25815
Sonāmukhi,,India,23.30521,87.41336
